model,forecast_date,horizon,reference_date,location,source,y_true,median,wis,mae,cov_50,cov_95
mist,2023-11-18,3,2023-12-02,06,flusight,683.0,641.1749267578125,79.24611380535623,41.8250732421875,True,True
mist,2023-11-18,4,2023-12-09,06,flusight,868.0,710.4615478515625,125.12742585887081,157.5384521484375,True,True
mist,2023-11-25,1,2023-11-25,06,flusight,459.0,497.1095275878906,53.753726199606184,38.109527587890625,True,True
mist,2023-11-25,2,2023-12-02,06,flusight,683.0,791.1478271484375,97.59775945248812,108.1478271484375,True,True
mist,2023-11-25,3,2023-12-09,06,flusight,868.0,1083.5091552734375,156.54701171211573,215.5091552734375,True,True
mist,2023-11-25,4,2023-12-16,06,flusight,1077.0,1197.8812255859375,213.39720468604045,120.8812255859375,True,True
mist,2023-12-02,1,2023-12-02,06,flusight,683.0,505.0986633300781,91.08216817441193,177.90133666992188,True,True
mist,2023-12-02,2,2023-12-09,06,flusight,868.0,768.7854614257812,97.11777426014775,99.21453857421875,True,True
mist,2023-12-02,3,2023-12-16,06,flusight,1077.0,1007.7291259765625,129.55454895682956,69.2708740234375,True,True
mist,2023-12-02,4,2023-12-23,06,flusight,1763.0,1119.8375244140625,299.0770456728728,643.1624755859375,True,True
mist,2023-12-09,1,2023-12-09,06,flusight,868.0,663.1180419921875,112.4196188089122,204.8819580078125,True,True
mist,2023-12-09,2,2023-12-16,06,flusight,1077.0,987.9329833984375,119.66982352878736,89.0670166015625,True,True
mist,2023-12-09,3,2023-12-23,06,flusight,1763.0,1281.530029296875,268.36548059214715,481.469970703125,True,True
mist,2023-12-09,4,2023-12-30,06,flusight,1810.0,1443.4886474609375,271.32094025985054,366.5113525390625,True,True
mist,2023-12-16,1,2023-12-16,06,flusight,1077.0,670.892333984375,217.16324330868932,406.107666015625,False,True
mist,2023-12-16,2,2023-12-23,06,flusight,1763.0,869.86572265625,501.68366964589,893.13427734375,False,True
mist,2023-12-16,3,2023-12-30,06,flusight,1810.0,1131.30908203125,347.4087168287195,678.69091796875,False,True
mist,2023-12-16,4,2024-01-06,06,flusight,1470.0,1344.4881591796875,234.15929219784945,125.5118408203125,True,True
mist,2023-12-23,1,2023-12-23,06,flusight,1763.0,757.4871826171875,659.3419038059401,1005.5128173828125,False,False
mist,2023-12-23,2,2023-12-30,06,flusight,1810.0,902.2952880859375,483.93433787470275,907.7047119140625,False,True
mist,2023-12-23,3,2024-01-06,06,flusight,1470.0,1171.8017578125,206.79443364682405,298.1982421875,True,True
mist,2023-12-23,4,2024-01-13,06,flusight,1075.0,1428.9974365234375,277.7681381358271,353.9974365234375,True,True
mist,2023-12-30,1,2023-12-30,06,flusight,1810.0,1022.7720947265625,438.82179573390806,787.2279052734375,False,True
mist,2023-12-30,2,2024-01-06,06,flusight,1470.0,1207.5723876953125,182.58587065323545,262.4276123046875,True,True
