source,signal,cells,locations,mean_issues_per_ref,max_issues_per_ref,pct_revised,mean_rel_revision,genuine_vintage
nhsn,covid_hosp_admissions,1012,11,38.380434782608695,70,0.9891304347826086,0.08436410702259454,True
nhsn,flu_hosp_admissions,4770,52,38.28763102725367,70,0.9890985324947589,0.0783208711801746,True
