season,model,forecast_date,reference_date,location,horizon,y_true,median,wis,mae
2022-23,patchtst,2022-12-17,2022-12-24,51,2,269.0,219.93368530273438,37.1838134168542,49.066314697265625
2022-23,patchtst,2022-12-17,2022-12-31,51,3,279.0,147.74295043945312,61.82206578130308,131.25704956054688
2022-23,patchtst,2022-12-17,2023-01-07,51,4,233.0,118.84138488769531,60.83147972438646,114.15861511230469
2022-23,patchtst,2022-12-24,2022-12-24,51,1,269.0,183.70265197753906,45.6130707450535,85.29734802246094
2022-23,patchtst,2022-12-24,2022-12-31,51,2,279.0,126.16771697998047,84.10402048525603,152.83228302001953
2022-23,patchtst,2022-12-24,2023-01-07,51,3,233.0,88.89392852783203,77.38501148389733,144.10607147216797
2022-23,patchtst,2022-12-24,2023-01-14,51,4,119.0,76.13772583007812,27.07991232830545,42.862274169921875
2022-23,patchtst,2022-12-31,2022-12-31,51,1,279.0,144.43191528320312,74.90954625668735,134.56808471679688
2022-23,patchtst,2022-12-31,2023-01-07,51,2,233.0,98.83824920654297,71.42989881432575,134.16175079345703
2022-23,patchtst,2022-12-31,2023-01-14,51,3,119.0,75.7759780883789,26.01509605739428,43.224021911621094
2022-23,patchtst,2022-12-31,2023-01-21,51,4,72.0,49.85484313964844,15.18895180080248,22.145156860351562
2022-23,patchtst,2023-01-07,2023-01-07,51,1,233.0,173.0785369873047,31.92480140354322,59.92146301269531
2022-23,patchtst,2023-01-07,2023-01-14,51,2,119.0,134.33518981933594,18.298990611200747,15.335189819335938
2022-23,patchtst,2023-01-07,2023-01-21,51,3,72.0,84.97699737548828,17.572527578602664,12.976997375488281
2022-23,patchtst,2023-01-07,2023-01-28,51,4,60.0,49.55224609375,16.939677694569465,10.44775390625
2022-23,patchtst,2023-01-14,2023-01-14,51,1,119.0,138.98390197753906,16.825216429337214,19.983901977539062
2022-23,patchtst,2023-01-14,2023-01-21,51,2,72.0,107.25721740722656,22.656632915994397,35.25721740722656
2022-23,patchtst,2023-01-14,2023-01-28,51,3,60.0,51.28153991699219,15.82296113387398,8.718460083007812
2022-23,patchtst,2023-01-14,2023-02-04,51,4,62.0,53.339813232421875,13.271447866688604,8.660186767578125
2022-23,patchtst,2023-01-21,2023-01-21,51,1,72.0,88.90966796875,13.941903009829312,16.90966796875
2022-23,patchtst,2023-01-21,2023-01-28,51,2,60.0,40.42460632324219,13.917457268756367,19.575393676757812
2022-23,patchtst,2023-01-21,2023-02-04,51,3,62.0,16.672775268554688,19.581978288733442,45.32722473144531
2022-23,patchtst,2023-01-21,2023-02-11,51,4,64.0,14.778045654296875,24.294510153065556,49.221954345703125
2022-23,patchtst,2023-01-28,2023-01-28,51,1,60.0,43.43428039550781,11.854607908829399,16.565719604492188
2022-23,patchtst,2023-01-28,2023-02-04,51,2,62.0,23.730072021484375,19.270811634893004,38.269927978515625
2022-23,patchtst,2023-01-28,2023-02-11,51,3,64.0,10.898605346679688,26.279113099471385,53.10139465332031
2022-23,patchtst,2023-01-28,2023-02-18,51,4,57.0,4.7587738037109375,24.121144468887994,52.24122619628906
2022-23,patchtst,2023-02-04,2023-02-04,51,1,62.0,42.74971008300781,12.339734171991761,19.250289916992188
2022-23,patchtst,2023-02-04,2023-02-11,51,2,64.0,26.339447021484375,18.996365926991338,37.660552978515625
2022-23,patchtst,2023-02-04,2023-02-18,51,3,57.0,18.977691650390625,20.419010640019955,38.022308349609375
2022-23,patchtst,2023-02-04,2023-02-25,51,4,61.0,14.255630493164062,28.052355008332626,46.74436950683594
2022-23,patchtst,2023-02-11,2023-02-11,51,1,64.0,47.616424560546875,10.49015640258789,16.383575439453125
2022-23,patchtst,2023-02-11,2023-02-18,51,2,57.0,28.354507446289062,16.930382425059445,28.645492553710938
2022-23,patchtst,2023-02-11,2023-02-25,51,3,61.0,23.721359252929688,18.01422467439071,37.27864074707031
2022-23,patchtst,2023-02-11,2023-03-04,51,4,57.0,26.279953002929688,22.525974711542545,30.720046997070312
2022-23,patchtst,2023-02-18,2023-02-18,51,1,57.0,39.9254150390625,9.563432743238366,17.0745849609375
2022-23,patchtst,2023-02-18,2023-02-25,51,2,61.0,27.538192749023438,21.278449056874152,33.46180725097656
2022-23,patchtst,2023-02-18,2023-03-04,51,3,57.0,23.48822021484375,16.23230485999066,33.51177978515625
2022-23,patchtst,2023-02-18,2023-03-11,51,4,40.0,17.50543212890625,10.486534198263417,22.49456787109375
2022-23,patchtst,2023-02-25,2023-02-25,51,1,61.0,49.697021484375,7.649485845151155,11.302978515625
2022-23,patchtst,2023-02-25,2023-03-04,51,2,57.0,45.26033020019531,7.303610634181811,11.739669799804688
2022-23,patchtst,2023-02-25,2023-03-11,51,3,40.0,32.557647705078125,5.783868242346722,7.442352294921875
2022-23,patchtst,2023-02-25,2023-03-18,51,4,60.0,30.066421508789062,21.09119658096977,29.933578491210938
2022-23,patchtst,2023-03-04,2023-03-04,51,1,57.0,59.67584228515625,5.0622020920463235,2.67584228515625
2022-23,patchtst,2023-03-04,2023-03-11,51,2,40.0,54.445281982421875,9.142260748821755,14.445281982421875
2022-23,patchtst,2023-03-04,2023-03-18,51,3,60.0,46.14906311035156,8.639084605341372,13.850936889648438
2022-23,patchtst,2023-03-04,2023-03-25,51,4,50.0,54.58781433105469,7.245365149456521,4.5878143310546875
2022-23,patchtst,2023-03-11,2023-03-11,51,1,40.0,53.06663513183594,7.134989391824474,13.066635131835938
2022-23,patchtst,2023-03-11,2023-03-18,51,2,60.0,48.38482666015625,9.269933176455291,11.61517333984375
2022-23,patchtst,2023-03-11,2023-03-25,51,3,50.0,40.97190856933594,6.643496548196544,9.028091430664062
2022-23,patchtst,2023-03-11,2023-04-01,51,4,50.0,46.14973449707031,5.104125336356785,3.8502655029296875
2022-23,patchtst,2023-03-18,2023-03-18,51,1,60.0,40.834716796875,11.564496771770974,19.165283203125
2022-23,patchtst,2023-03-18,2023-03-25,51,2,50.0,39.63511657714844,6.873880406255307,10.364883422851562
2022-23,patchtst,2023-03-18,2023-04-01,51,3,50.0,33.15388488769531,9.295526239146357,16.846115112304688
2022-23,patchtst,2023-03-18,2023-04-08,51,4,54.0,42.657318115234375,7.38731421429178,11.342681884765625
2022-23,patchtst,2023-03-25,2023-03-25,51,1,50.0,48.80879211425781,3.573225389563518,1.1912078857421875
2022-23,patchtst,2023-03-25,2023-04-01,51,2,50.0,52.72630310058594,5.458870488042416,2.7263031005859375
2022-23,patchtst,2023-03-25,2023-04-08,51,3,54.0,48.207298278808594,6.298471852178159,5.792701721191406
2022-23,patchtst,2023-03-25,2023-04-15,51,4,35.0,60.24114990234375,12.889811427904212,25.24114990234375
2022-23,patchtst,2023-04-01,2023-04-01,51,1,50.0,49.718719482421875,3.245790683912195,0.281280517578125
2022-23,patchtst,2023-04-01,2023-04-08,51,2,54.0,55.607147216796875,4.57646412725034,1.607147216796875
2022-23,patchtst,2023-04-01,2023-04-15,51,3,35.0,51.67840576171875,10.10744082575259,16.67840576171875
2022-23,patchtst,2023-04-01,2023-04-22,51,4,45.0,61.19685363769531,7.0976939524774965,16.196853637695312
2022-23,patchtst,2023-04-08,2023-04-08,51,1,54.0,53.04912567138672,2.7949602110489558,0.9508743286132812
2022-23,patchtst,2023-04-08,2023-04-15,51,2,35.0,54.20622634887695,9.521286866561226,19.206226348876953
2022-23,patchtst,2023-04-08,2023-04-22,51,3,45.0,48.720062255859375,4.763617358000382,3.720062255859375
2022-23,patchtst,2023-04-08,2023-04-29,51,4,31.0,56.472801208496094,14.7498642034116,25.472801208496094
2022-23,patchtst,2023-04-15,2023-04-15,51,1,35.0,49.02305221557617,8.102686386108399,14.023052215576172
2022-23,patchtst,2023-04-15,2023-04-22,51,2,45.0,49.36780548095703,4.244736905305282,4.367805480957031
2022-23,patchtst,2023-04-15,2023-04-29,51,3,31.0,44.072025299072266,9.87402176566746,13.072025299072266
2022-23,patchtst,2023-04-15,2023-05-06,51,4,52.0,50.005889892578125,4.1827357018512235,1.994110107421875
2022-23,patchtst,2023-04-22,2023-04-22,51,1,45.0,40.841819763183594,3.226200196639351,4.158180236816406
2022-23,patchtst,2023-04-22,2023-04-29,51,2,31.0,39.278038024902344,5.110580636729366,8.278038024902344
2022-23,patchtst,2023-04-22,2023-05-06,51,3,52.0,36.0283317565918,8.460095151818319,15.971668243408203
2022-23,patchtst,2023-04-22,2023-05-13,51,4,44.0,41.66364669799805,2.809598275889521,2.336353302001953
2022-23,patchtst,2023-04-29,2023-04-29,51,1,31.0,41.7298583984375,6.646524630007536,10.7298583984375
2022-23,patchtst,2023-04-29,2023-05-06,51,2,52.0,38.85409164428711,6.817922170887823,13.14590835571289
2022-23,patchtst,2023-04-29,2023-05-13,51,3,44.0,38.14594268798828,3.8323145012233573,5.854057312011719
2022-23,patchtst,2023-04-29,2023-05-20,51,4,35.0,42.798545837402344,4.65435226937999,7.798545837402344
2022-23,patchtst,2022-11-05,2022-11-05,53,1,43.0,32.9498405456543,5.434724758811619,10.050159454345703
2022-23,patchtst,2022-11-05,2022-11-12,53,2,89.0,37.512603759765625,38.16798042214435,51.487396240234375
2022-23,patchtst,2022-11-05,2022-11-19,53,3,239.0,48.125972747802734,174.53117769407189,190.87402725219727
2022-23,patchtst,2022-11-05,2022-11-26,53,4,536.0,57.72431945800781,455.359877193285,478.2756805419922
2022-23,patchtst,2022-11-12,2022-11-12,53,1,89.0,37.005008697509766,37.642479970351516,51.994991302490234
2022-23,patchtst,2022-11-12,2022-11-19,53,2,239.0,42.12616729736328,181.8662991067638,196.87383270263672
2022-23,patchtst,2022-11-12,2022-11-26,53,3,536.0,43.68528747558594,467.2447268689197,492.31471252441406
2022-23,patchtst,2022-11-12,2022-12-03,53,4,732.0,44.69042205810547,650.6805124855042,687.3095779418945
2022-23,patchtst,2022-11-19,2022-11-19,53,1,239.0,67.27108001708984,148.26125041215317,171.72891998291016
2022-23,patchtst,2022-11-19,2022-11-26,53,2,536.0,70.21220397949219,430.4889585320846,465.7877960205078
2022-23,patchtst,2022-11-19,2022-12-03,53,3,732.0,81.53118133544922,603.5504124152142,650.4688186645508
2022-23,patchtst,2022-11-19,2022-12-10,53,4,681.0,90.29371643066406,520.7727695655824,590.7062835693359
2022-23,patchtst,2022-11-26,2022-11-26,53,1,536.0,127.5799331665039,345.6763525556482,408.4200668334961
2022-23,patchtst,2022-11-26,2022-12-03,53,2,732.0,130.5555419921875,523.8627758523692,601.4444580078125
2022-23,patchtst,2022-11-26,2022-12-10,53,3,681.0,138.68038940429688,431.1672005388011,542.3196105957031
2022-23,patchtst,2022-11-26,2022-12-17,53,4,740.0,147.94180297851562,422.06402892402974,592.0581970214844
2022-23,patchtst,2022-12-03,2022-12-03,53,1,732.0,304.95343017578125,279.78731584963595,427.04656982421875
2022-23,patchtst,2022-12-03,2022-12-10,53,2,681.0,316.54559326171875,234.95666127412218,364.45440673828125
2022-23,patchtst,2022-12-03,2022-12-17,53,3,740.0,335.9064025878906,207.97423247793446,404.0935974121094
2022-23,patchtst,2022-12-03,2022-12-24,53,4,404.0,361.6119689941406,82.69397893490998,42.388031005859375
2022-23,patchtst,2022-12-10,2022-12-10,53,1,681.0,542.8821411132812,78.50185760166335,138.11785888671875
2022-23,patchtst,2022-12-10,2022-12-17,53,2,740.0,580.179443359375,99.44119354248046,159.820556640625
2022-23,patchtst,2022-12-10,2022-12-24,53,3,404.0,585.8291015625,129.0928344063137,181.8291015625
2022-23,patchtst,2022-12-10,2022-12-31,53,4,384.0,610.81591796875,162.4300150597614,226.81591796875
2022-23,patchtst,2022-12-17,2022-12-17,53,1,740.0,560.99365234375,103.34015450187351,179.00634765625
2022-23,patchtst,2022-12-17,2022-12-24,53,2,404.0,541.0565795898438,88.20181099601413,137.05657958984375
2022-23,patchtst,2022-12-17,2022-12-31,53,3,384.0,473.5746154785156,97.14049217555834,89.57461547851562
2022-23,patchtst,2022-12-17,2023-01-07,53,4,231.0,482.1227111816406,159.53525729635487,251.12271118164062
2022-23,patchtst,2022-12-24,2022-12-24,53,1,404.0,523.20361328125,71.96688167406165,119.20361328125
2022-23,patchtst,2022-12-24,2022-12-31,53,2,384.0,437.7664489746094,63.085014044720204,53.766448974609375
2022-23,patchtst,2022-12-24,2023-01-07,53,3,231.0,378.2080078125,108.69578826240873,147.2080078125
2022-23,patchtst,2022-12-24,2023-01-14,53,4,144.0,371.94818115234375,129.7768744427225,227.94818115234375
2022-23,patchtst,2022-12-31,2022-12-31,53,1,384.0,208.86900329589844,100.63400007164996,175.13099670410156
2022-23,patchtst,2022-12-31,2023-01-07,53,2,231.0,128.94949340820312,49.670363411281414,102.05050659179688
2022-23,patchtst,2022-12-31,2023-01-14,53,3,144.0,68.68669128417969,41.97138199515964,75.31330871582031
2022-23,patchtst,2022-12-31,2023-01-21,53,4,86.0,15.77276611328125,39.56640258789063,70.22723388671875
2022-23,patchtst,2023-01-07,2023-01-07,53,1,231.0,206.5764617919922,29.939931189495585,24.423538208007812
2022-23,patchtst,2023-01-07,2023-01-14,53,2,144.0,130.49822998046875,26.586638608186146,13.50177001953125
2022-23,patchtst,2023-01-07,2023-01-21,53,3,86.0,77.15058898925781,20.679791856848677,8.849411010742188
2022-23,patchtst,2023-01-07,2023-01-28,53,4,66.0,38.906829833984375,19.968434116529384,27.093170166015625
2022-23,patchtst,2023-01-14,2023-01-14,53,1,144.0,97.02664184570312,27.831346833602247,46.973358154296875
2022-23,patchtst,2023-01-14,2023-01-21,53,2,86.0,37.28515625,26.033350286069123,48.71484375
2022-23,patchtst,2023-01-14,2023-01-28,53,3,66.0,0.0,30.38385434358017,66.0
2022-23,patchtst,2023-01-14,2023-02-04,53,4,42.0,0.0,22.741156178350035,42.0
2022-23,patchtst,2023-01-21,2023-01-21,53,1,86.0,84.15367126464844,19.577604370117186,1.8463287353515625
2022-23,patchtst,2023-01-21,2023-01-28,53,2,66.0,24.70947265625,21.3659338113536,41.29052734375
2022-23,patchtst,2023-01-21,2023-02-04,53,3,42.0,3.103790283203125,17.664953613281252,38.896209716796875
2022-23,patchtst,2023-01-21,2023-02-11,53,4,47.0,4.795166015625,21.696662670633067,42.204833984375
2022-23,patchtst,2023-01-28,2023-01-28,53,1,66.0,44.44859313964844,15.098595249341884,21.551406860351562
2022-23,patchtst,2023-01-28,2023-02-04,53,2,42.0,11.250091552734375,17.1551580943232,30.749908447265625
2022-23,patchtst,2023-01-28,2023-02-11,53,3,47.0,0.0,22.14445462434188,47.0
2022-23,patchtst,2023-01-28,2023-02-18,53,4,31.0,0.0,16.077029239820398,31.0
2022-23,patchtst,2023-02-04,2023-02-04,53,1,42.0,39.62785339355469,11.24375348298446,2.3721466064453125
2022-23,patchtst,2023-02-04,2023-02-11,53,2,47.0,18.849090576171875,16.897179485818615,28.150909423828125
2022-23,patchtst,2023-02-04,2023-02-18,53,3,31.0,0.0,14.340852382494056,31.0
2022-23,patchtst,2023-02-04,2023-02-25,53,4,38.0,2.492034912109375,15.30949985006581,35.507965087890625
2022-23,patchtst,2023-02-11,2023-02-11,53,1,47.0,15.125823974609375,17.810334346605384,31.874176025390625
2022-23,patchtst,2023-02-11,2023-02-18,53,2,31.0,3.99639892578125,13.561656985075578,27.00360107421875
2022-23,patchtst,2023-02-11,2023-02-25,53,3,38.0,0.0,20.33097081059995,38.0
2022-23,patchtst,2023-02-11,2023-03-04,53,4,58.0,0.0,38.2824708092731,58.0
2022-23,patchtst,2023-02-18,2023-02-18,53,1,31.0,6.786163330078125,10.27719591223675,24.213836669921875
2022-23,patchtst,2023-02-18,2023-02-25,53,2,38.0,1.642333984375,15.613598314368208,36.357666015625
2022-23,patchtst,2023-02-18,2023-03-04,53,3,58.0,0.0,29.109960400125257,58.0
2022-23,patchtst,2023-02-18,2023-03-11,53,4,47.0,0.0,24.250613602347993,47.0
2022-23,patchtst,2023-02-25,2023-02-25,53,1,38.0,11.7513427734375,12.627816062595537,26.2486572265625
2022-23,patchtst,2023-02-25,2023-03-04,53,2,58.0,0.0,32.44888280453889,58.0
2022-23,patchtst,2023-02-25,2023-03-11,53,3,47.0,0.0,26.677803543754248,47.0
2022-23,patchtst,2023-02-25,2023-03-18,53,4,28.0,0.0,20.53398322063944,28.0
2022-23,patchtst,2023-03-04,2023-03-04,53,1,58.0,20.310302734375,18.375430039115574,37.689697265625
2022-23,patchtst,2023-03-04,2023-03-11,53,2,47.0,10.398193359375,18.54047034222147,36.601806640625
2022-23,patchtst,2023-03-04,2023-03-18,53,3,28.0,1.40789794921875,11.974039552108101,26.59210205078125
2022-23,patchtst,2023-03-04,2023-03-25,53,4,28.0,5.774261474609375,12.624399288011633,22.225738525390625
2022-23,patchtst,2023-03-11,2023-03-11,53,1,47.0,33.428985595703125,8.970526282269022,13.571014404296875
2022-23,patchtst,2023-03-11,2023-03-18,53,2,28.0,26.211135864257812,6.560632636028788,1.7888641357421875
2022-23,patchtst,2023-03-11,2023-03-25,53,3,28.0,8.9227294921875,10.927998789911683,19.0772705078125
2022-23,patchtst,2023-03-11,2023-04-01,53,4,32.0,0.068206787109375,15.78827344811481,31.931793212890625
2022-23,patchtst,2023-03-18,2023-03-18,53,1,28.0,45.58416748046875,9.82632651951002,17.58416748046875
2022-23,patchtst,2023-03-18,2023-03-25,53,2,28.0,37.522796630859375,10.0089618052607,9.522796630859375
2022-23,patchtst,2023-03-18,2023-04-01,53,3,32.0,35.597991943359375,10.518933768894362,3.597991943359375
2022-23,patchtst,2023-03-18,2023-04-08,53,4,26.0,54.88059997558594,14.454954920229705,28.880599975585938
2022-23,patchtst,2023-03-25,2023-03-25,53,1,28.0,24.669113159179688,6.711160815695058,3.3308868408203125
2022-23,patchtst,2023-03-25,2023-04-01,53,2,32.0,31.742645263671875,7.734408416748045,0.257354736328125
2022-23,patchtst,2023-03-25,2023-04-08,53,3,26.0,6.9347076416015625,11.288096154254415,19.065292358398438
2022-23,patchtst,2023-03-25,2023-04-15,53,4,27.0,30.74310302734375,8.069824450948966,3.74310302734375
2022-23,patchtst,2023-04-01,2023-04-01,53,1,32.0,28.849685668945312,6.091312813136888,3.1503143310546875
2022-23,patchtst,2023-04-01,2023-04-08,53,2,26.0,26.382827758789062,7.543308400693147,0.3828277587890625
2022-23,patchtst,2023-04-01,2023-04-15,53,3,27.0,10.239486694335938,10.455194310727325,16.760513305664062
2022-23,patchtst,2023-04-01,2023-04-22,53,4,18.0,32.53446960449219,8.857317876401154,14.534469604492188
2022-23,patchtst,2023-04-08,2023-04-08,53,1,26.0,24.7694091796875,5.969695348324983,1.2305908203125
2022-23,patchtst,2023-04-08,2023-04-15,53,2,27.0,26.519515991210938,7.426949695089588,0.4804840087890625
2022-23,patchtst,2023-04-08,2023-04-22,53,3,18.0,19.080154418945312,7.6502996958857,1.0801544189453125
2022-23,patchtst,2023-04-08,2023-04-29,53,4,14.0,37.77778625488281,13.56987806237262,23.777786254882812
2022-23,patchtst,2023-04-15,2023-04-15,53,1,27.0,27.220932006835938,3.512173879872197,0.2209320068359375
2022-23,patchtst,2023-04-15,2023-04-22,53,2,18.0,27.88469696044922,6.586198902959409,9.884696960449219
2022-23,patchtst,2023-04-15,2023-04-29,53,3,14.0,20.533370971679688,6.923986922554348,6.5333709716796875
2022-23,patchtst,2023-04-15,2023-05-06,53,4,13.0,32.30035400390625,12.020804828146229,19.30035400390625
