season,model,forecast_date,reference_date,location,horizon,y_true,median,wis,mae
2022-23,mist_v2,2022-12-17,2022-12-31,01,3,147.0,182.95745849609375,74.54776002881972,35.95745849609375
2022-23,mist_v2,2022-12-17,2023-01-07,01,4,123.0,182.4759063720703,102.73379992642437,59.47590637207031
2022-23,mist_v2,2022-12-24,2022-12-24,01,1,151.0,114.17324829101562,26.88721955335667,36.826751708984375
2022-23,mist_v2,2022-12-24,2022-12-31,01,2,147.0,88.4735107421875,35.42676047573008,58.5264892578125
2022-23,mist_v2,2022-12-24,2023-01-07,01,3,123.0,72.42455291748047,34.58391256614916,50.57544708251953
2022-23,mist_v2,2022-12-24,2023-01-14,01,4,99.0,48.554168701171875,38.140827434842215,50.445831298828125
2022-23,mist_v2,2022-12-31,2022-12-31,01,1,147.0,54.94952392578125,34.75437851728273,92.05047607421875
2022-23,mist_v2,2022-12-31,2023-01-07,01,2,123.0,0.0,52.00031647427577,123.0
2022-23,mist_v2,2022-12-31,2023-01-14,01,3,99.0,0.0,60.65728704299596,99.0
2022-23,mist_v2,2022-12-31,2023-01-21,01,4,57.0,0.0,39.57307129366659,57.0
2022-23,mist_v2,2023-01-07,2023-01-07,01,1,123.0,84.7989273071289,34.05426624076845,38.201072692871094
2022-23,mist_v2,2023-01-07,2023-01-14,01,2,99.0,63.15021514892578,39.63339785982694,35.84978485107422
