reference_date,location,value,post_mandatory
2025-08-23,IA,3.0,True
2025-08-30,IA,1.0,True
2025-09-06,IA,2.0,True
2025-09-13,IA,0.0,True
2025-09-20,IA,3.0,True
2025-09-27,IA,6.0,True
2025-10-04,IA,1.0,True
2025-10-11,IA,4.0,True
2025-10-18,IA,1.0,True
2025-10-25,IA,1.0,True
2025-11-01,IA,3.0,True
2025-11-08,IA,9.0,True
2025-11-15,IA,8.0,True
2025-11-22,IA,5.0,True
2025-11-29,IA,19.0,True
2025-12-06,IA,22.0,True
2025-12-13,IA,30.0,True
2025-12-20,IA,90.0,True
2025-12-27,IA,263.0,True
2026-01-03,IA,382.0,True
2026-01-10,IA,280.0,True
2026-01-17,IA,261.0,True
2026-01-24,IA,241.0,True
2026-01-31,IA,223.0,True
2026-02-07,IA,231.0,True
2026-02-14,IA,222.0,True
2026-02-21,IA,199.0,True
2026-02-28,IA,119.0,True
2026-03-07,IA,77.0,True
2026-03-14,IA,112.0,True
2026-03-21,IA,68.0,True
2026-03-28,IA,28.0,True
2026-04-04,IA,20.0,True
2026-04-11,IA,17.0,True
2026-04-18,IA,16.0,True
2026-04-25,IA,17.0,True
2026-05-02,IA,12.0,True
2026-05-09,IA,4.0,True
2026-05-16,IA,4.0,True
2026-05-23,IA,3.0,True
2020-10-10,ID,0.0,False
2020-10-17,ID,0.0,False
2020-10-24,ID,1.0,False
2020-10-31,ID,0.0,False
2020-11-07,ID,0.0,False
2020-11-14,ID,1.0,False
2020-11-21,ID,0.0,False
2020-11-28,ID,0.0,False
2020-12-05,ID,1.0,False
2020-12-12,ID,1.0,False
2020-12-19,ID,2.0,False
2020-12-26,ID,2.0,False
2021-01-02,ID,0.0,False
2021-01-09,ID,2.0,False
2021-01-16,ID,2.0,False
2021-01-23,ID,0.0,False
2021-01-30,ID,0.0,False
2021-02-06,ID,0.0,False
2021-02-13,ID,0.0,False
2021-02-20,ID,0.0,False
2021-02-27,ID,0.0,False
2021-03-06,ID,0.0,False
2021-03-13,ID,1.0,False
2021-03-20,ID,2.0,False
2021-03-27,ID,1.0,False
2021-04-03,ID,0.0,False
2021-04-10,ID,1.0,False
2021-04-17,ID,0.0,False
2021-04-24,ID,0.0,False
2021-05-01,ID,0.0,False
2021-05-08,ID,0.0,False
2021-05-15,ID,0.0,False
2021-05-22,ID,0.0,False
2021-05-29,ID,0.0,False
2021-06-05,ID,0.0,False
2021-06-12,ID,1.0,False
2021-06-19,ID,0.0,False
2021-06-26,ID,1.0,False
2021-07-03,ID,0.0,False
2021-07-10,ID,0.0,False
2021-07-17,ID,0.0,False
2021-07-24,ID,0.0,False
2021-07-31,ID,0.0,False
2021-08-07,ID,0.0,False
2021-08-14,ID,0.0,False
2021-08-21,ID,0.0,False
2021-08-28,ID,0.0,False
2021-09-04,ID,0.0,False
2021-09-11,ID,0.0,False
2021-09-18,ID,0.0,False
2021-09-25,ID,0.0,False
2021-10-02,ID,0.0,False
2021-10-09,ID,0.0,False
2021-10-16,ID,0.0,False
2021-10-23,ID,0.0,False
2021-10-30,ID,0.0,False
2021-11-06,ID,0.0,False
2021-11-13,ID,0.0,False
2021-11-20,ID,2.0,False
2021-11-27,ID,2.0,False
2021-12-04,ID,0.0,False
2021-12-11,ID,0.0,False
2021-12-18,ID,2.0,False
2021-12-25,ID,2.0,False
2022-01-01,ID,4.0,False
2022-01-08,ID,4.0,False
2022-01-15,ID,3.0,False
2022-01-22,ID,1.0,False
2022-01-29,ID,2.0,False
2022-02-05,ID,1.0,False
2022-02-12,ID,1.0,False
2022-02-19,ID,1.0,False
2022-02-26,ID,3.0,False
2022-03-05,ID,1.0,False
2022-03-12,ID,13.0,False
2022-03-19,ID,16.0,False
2022-03-26,ID,14.0,False
2022-04-02,ID,19.0,False
2022-04-09,ID,20.0,False
2022-04-16,ID,16.0,False
2022-04-23,ID,17.0,False
2022-04-30,ID,15.0,False
2022-05-07,ID,13.0,False
2022-05-14,ID,16.0,False
2022-05-21,ID,12.0,False
2022-05-28,ID,3.0,False
2022-06-04,ID,10.0,False
2022-06-11,ID,7.0,False
2022-06-18,ID,5.0,False
2022-06-25,ID,2.0,False
2022-07-02,ID,3.0,False
2022-07-09,ID,3.0,False
2022-07-16,ID,4.0,False
2022-07-23,ID,0.0,False
2022-07-30,ID,1.0,False
2022-08-06,ID,2.0,False
2022-08-13,ID,0.0,False
2022-08-20,ID,1.0,False
2022-08-27,ID,0.0,False
2022-09-03,ID,3.0,False
2022-09-10,ID,0.0,False
2022-09-17,ID,0.0,False
2022-09-24,ID,3.0,False
2022-10-01,ID,3.0,False
2022-10-08,ID,1.0,False
2022-10-15,ID,1.0,False
2022-10-22,ID,1.0,False
2022-10-29,ID,1.0,False
2022-11-05,ID,16.0,False
2022-11-12,ID,11.0,False
2022-11-19,ID,56.0,False
2022-11-26,ID,141.0,False
2022-12-03,ID,183.0,False
2022-12-10,ID,185.0,False
2022-12-17,ID,286.0,False
2022-12-24,ID,203.0,False
2022-12-31,ID,223.0,False
2023-01-07,ID,112.0,False
2023-01-14,ID,46.0,False
2023-01-21,ID,35.0,False
2023-01-28,ID,17.0,False
2023-02-04,ID,3.0,False
2023-02-11,ID,4.0,False
2023-02-18,ID,8.0,False
2023-02-25,ID,3.0,False
2023-03-04,ID,3.0,False
2023-03-11,ID,4.0,False
2023-03-18,ID,6.0,False
2023-03-25,ID,3.0,False
2023-04-01,ID,3.0,False
2023-04-08,ID,5.0,False
2023-04-15,ID,2.0,False
2023-04-22,ID,3.0,False
2023-04-29,ID,7.0,False
2023-05-06,ID,5.0,False
2023-05-13,ID,9.0,False
2023-05-20,ID,1.0,False
2023-05-27,ID,2.0,False
2023-06-03,ID,2.0,False
2023-06-10,ID,1.0,False
2023-06-17,ID,6.0,False
2023-06-24,ID,1.0,False
2023-07-01,ID,7.0,False
2023-07-08,ID,3.0,False
2023-07-15,ID,3.0,False
2023-07-22,ID,1.0,False
2023-07-29,ID,3.0,False
2023-08-05,ID,2.0,False
2023-08-12,ID,3.0,False
2023-08-19,ID,3.0,False
2023-08-26,ID,0.0,False
2023-09-02,ID,0.0,False
2023-09-09,ID,2.0,False
2023-09-16,ID,0.0,False
2023-09-23,ID,3.0,False
2023-09-30,ID,2.0,False
2023-10-07,ID,4.0,False
2023-10-14,ID,2.0,False
2023-10-21,ID,2.0,False
2023-10-28,ID,4.0,False
2023-11-04,ID,5.0,False
2023-11-11,ID,4.0,False
2023-11-18,ID,11.0,False
2023-11-25,ID,8.0,False
2023-12-02,ID,19.0,False
2023-12-09,ID,46.0,False
2023-12-16,ID,67.0,False
2023-12-23,ID,115.0,False
2023-12-30,ID,163.0,False
2024-01-06,ID,157.0,False
2024-01-13,ID,102.0,False
2024-01-20,ID,88.0,False
2024-01-27,ID,69.0,False
2024-02-03,ID,71.0,False
2024-02-10,ID,61.0,False
2024-02-17,ID,59.0,False
2024-02-24,ID,90.0,False
2024-03-02,ID,61.0,False
2024-03-09,ID,70.0,False
2024-03-16,ID,68.0,False
2024-03-23,ID,55.0,False
2024-03-30,ID,45.0,False
2024-04-06,ID,31.0,False
2024-04-13,ID,12.0,False
2024-04-20,ID,15.0,False
2024-04-27,ID,16.0,False
2024-05-04,ID,2.0,False
2024-05-11,ID,0.0,False
2024-05-18,ID,0.0,False
2024-05-25,ID,0.0,False
2024-06-01,ID,0.0,False
2024-06-08,ID,0.0,False
2024-06-15,ID,0.0,False
2024-06-22,ID,0.0,False
2024-06-29,ID,0.0,False
2024-07-06,ID,0.0,False
2024-07-13,ID,0.0,False
2024-07-20,ID,0.0,False
2024-07-27,ID,0.0,False
2024-08-03,ID,0.0,False
2024-08-10,ID,0.0,False
2024-08-17,ID,0.0,False
2024-08-24,ID,0.0,False
2024-08-31,ID,0.0,False
2024-09-07,ID,0.0,False
2024-09-14,ID,0.0,False
2024-09-21,ID,1.0,False
2024-09-28,ID,0.0,False
2024-10-05,ID,0.0,False
2024-10-12,ID,3.0,False
2024-10-19,ID,6.0,False
2024-10-26,ID,1.0,False
2024-11-02,ID,6.0,True
2024-11-09,ID,8.0,True
2024-11-16,ID,12.0,True
2024-11-23,ID,32.0,True
2024-11-30,ID,63.0,True
2024-12-07,ID,78.0,True
2024-12-14,ID,110.0,True
2024-12-21,ID,188.0,True
2024-12-28,ID,333.0,True
2025-01-04,ID,252.0,True
2025-01-11,ID,136.0,True
2025-01-18,ID,125.0,True
2025-01-25,ID,105.0,True
2025-02-01,ID,162.0,True
2025-02-08,ID,175.0,True
2025-02-15,ID,152.0,True
2025-02-22,ID,152.0,True
2025-03-01,ID,124.0,True
2025-03-08,ID,95.0,True
2025-03-15,ID,99.0,True
2025-03-22,ID,83.0,True
2025-03-29,ID,50.0,True
2025-04-05,ID,27.0,True
2025-04-12,ID,27.0,True
2025-04-19,ID,13.0,True
2025-04-26,ID,21.0,True
2025-05-03,ID,16.0,True
2025-05-10,ID,11.0,True
2025-05-17,ID,11.0,True
2025-05-24,ID,11.0,True
2025-05-31,ID,5.0,True
2025-06-07,ID,7.0,True
2025-06-14,ID,9.0,True
2025-06-21,ID,7.0,True
2025-06-28,ID,1.0,True
2025-07-05,ID,5.0,True
2025-07-12,ID,4.0,True
2025-07-19,ID,2.0,True
2025-07-26,ID,2.0,True
2025-08-02,ID,2.0,True
2025-08-09,ID,2.0,True
2025-08-16,ID,1.0,True
2025-08-23,ID,1.0,True
2025-08-30,ID,3.0,True
2025-09-06,ID,0.0,True
2025-09-13,ID,3.0,True
2025-09-20,ID,1.0,True
2025-09-27,ID,0.0,True
2025-10-04,ID,2.0,True
2025-10-11,ID,1.0,True
2025-10-18,ID,4.0,True
2025-10-25,ID,4.0,True
2025-11-01,ID,8.0,True
2025-11-08,ID,20.0,True
2025-11-15,ID,11.0,True
2025-11-22,ID,27.0,True
2025-11-29,ID,29.0,True
2025-12-06,ID,45.0,True
2025-12-13,ID,35.0,True
2025-12-20,ID,102.0,True
2025-12-27,ID,152.0,True
2026-01-03,ID,235.0,True
2026-01-10,ID,157.0,True
2026-01-17,ID,120.0,True
2026-01-24,ID,97.0,True
2026-01-31,ID,101.0,True
2026-02-07,ID,107.0,True
2026-02-14,ID,116.0,True
2026-02-21,ID,119.0,True
2026-02-28,ID,106.0,True
2026-03-07,ID,68.0,True
2026-03-14,ID,75.0,True
2026-03-21,ID,50.0,True
2026-03-28,ID,47.0,True
2026-04-04,ID,26.0,True
2026-04-11,ID,15.0,True
2026-04-18,ID,7.0,True
2026-04-25,ID,7.0,True
2026-05-02,ID,7.0,True
2026-05-09,ID,8.0,True
2026-05-16,ID,8.0,True
2026-05-23,ID,6.0,True
2020-10-17,IL,0.0,False
2020-10-24,IL,1.0,False
2020-10-31,IL,3.0,False
2020-11-07,IL,7.0,False
2020-11-14,IL,3.0,False
2020-11-21,IL,5.0,False
2020-11-28,IL,11.0,False
2020-12-05,IL,6.0,False
2020-12-12,IL,2.0,False
2020-12-19,IL,3.0,False
2020-12-26,IL,3.0,False
2021-01-02,IL,8.0,False
2021-01-09,IL,10.0,False
2021-01-16,IL,4.0,False
2021-01-23,IL,1.0,False
2021-01-30,IL,1.0,False
2021-02-06,IL,8.0,False
2021-02-13,IL,1.0,False
2021-02-20,IL,1.0,False
2021-02-27,IL,2.0,False
2021-03-06,IL,2.0,False
2021-03-13,IL,0.0,False
2021-03-20,IL,0.0,False
2021-03-27,IL,2.0,False
2021-04-03,IL,7.0,False
2021-04-10,IL,7.0,False
2021-04-17,IL,3.0,False
2021-04-24,IL,1.0,False
2021-05-01,IL,3.0,False
2021-05-08,IL,1.0,False
2021-05-15,IL,2.0,False
2021-05-22,IL,3.0,False
2021-05-29,IL,2.0,False
2021-06-05,IL,3.0,False
2021-06-12,IL,1.0,False
2021-06-19,IL,3.0,False
2021-06-26,IL,4.0,False
2021-07-03,IL,4.0,False
2021-07-10,IL,5.0,False
2021-07-17,IL,5.0,False
2021-07-24,IL,6.0,False
2021-07-31,IL,6.0,False
2021-08-07,IL,6.0,False
2021-08-14,IL,5.0,False
2021-08-21,IL,4.0,False
2021-08-28,IL,0.0,False
2021-09-04,IL,1.0,False
2021-09-11,IL,1.0,False
2021-09-18,IL,0.0,False
2021-09-25,IL,0.0,False
2021-10-02,IL,1.0,False
2021-10-09,IL,0.0,False
2021-10-16,IL,4.0,False
2021-10-23,IL,2.0,False
2021-10-30,IL,3.0,False
2021-11-06,IL,2.0,False
2021-11-13,IL,1.0,False
2021-11-20,IL,5.0,False
2021-11-27,IL,6.0,False
2021-12-04,IL,17.0,False
2021-12-11,IL,24.0,False
2021-12-18,IL,26.0,False
2021-12-25,IL,28.0,False
2022-01-01,IL,42.0,False
2022-01-08,IL,26.0,False
2022-01-15,IL,41.0,False
2022-01-22,IL,15.0,False
2022-01-29,IL,7.0,False
2022-02-05,IL,10.0,False
2022-02-12,IL,8.0,False
2022-02-19,IL,22.0,False
2022-02-26,IL,26.0,False
2022-03-05,IL,21.0,False
2022-03-12,IL,33.0,False
2022-03-19,IL,58.0,False
2022-03-26,IL,106.0,False
2022-04-02,IL,88.0,False
2022-04-09,IL,105.0,False
2022-04-16,IL,78.0,False
2022-04-23,IL,105.0,False
2022-04-30,IL,97.0,False
2022-05-07,IL,108.0,False
2022-05-14,IL,123.0,False
2022-05-21,IL,96.0,False
2022-05-28,IL,49.0,False
2022-06-04,IL,41.0,False
2022-06-11,IL,16.0,False
2022-06-18,IL,23.0,False
2022-06-25,IL,19.0,False
2022-07-02,IL,7.0,False
2022-07-09,IL,10.0,False
2022-07-16,IL,11.0,False
2022-07-23,IL,4.0,False
2022-07-30,IL,9.0,False
2022-08-06,IL,13.0,False
2022-08-13,IL,11.0,False
2022-08-20,IL,12.0,False
2022-08-27,IL,16.0,False
2022-09-03,IL,10.0,False
2022-09-10,IL,5.0,False
2022-09-17,IL,4.0,False
2022-09-24,IL,15.0,False
2022-10-01,IL,10.0,False
2022-10-08,IL,12.0,False
2022-10-15,IL,28.0,False
2022-10-22,IL,39.0,False
2022-10-29,IL,106.0,False
2022-11-05,IL,154.0,False
2022-11-12,IL,253.0,False
2022-11-19,IL,386.0,False
2022-11-26,IL,797.0,False
2022-12-03,IL,1097.0,False
2022-12-10,IL,945.0,False
2022-12-17,IL,730.0,False
2022-12-24,IL,578.0,False
2022-12-31,IL,555.0,False
2023-01-07,IL,433.0,False
2023-01-14,IL,173.0,False
2023-01-21,IL,68.0,False
2023-01-28,IL,73.0,False
2023-02-04,IL,28.0,False
2023-02-11,IL,31.0,False
2023-02-18,IL,28.0,False
2023-02-25,IL,31.0,False
2023-03-04,IL,24.0,False
2023-03-11,IL,16.0,False
2023-03-18,IL,12.0,False
2023-03-25,IL,30.0,False
2023-04-01,IL,37.0,False
2023-04-08,IL,25.0,False
2023-04-15,IL,37.0,False
2023-04-22,IL,25.0,False
2023-04-29,IL,19.0,False
2023-05-06,IL,24.0,False
2023-05-13,IL,30.0,False
2023-05-20,IL,25.0,False
2023-05-27,IL,37.0,False
2023-06-03,IL,22.0,False
2023-06-10,IL,21.0,False
2023-06-17,IL,20.0,False
2023-06-24,IL,13.0,False
2023-07-01,IL,8.0,False
2023-07-08,IL,11.0,False
2023-07-15,IL,10.0,False
2023-07-22,IL,12.0,False
2023-07-29,IL,10.0,False
2023-08-05,IL,12.0,False
2023-08-12,IL,13.0,False
2023-08-19,IL,9.0,False
2023-08-26,IL,12.0,False
2023-09-02,IL,9.0,False
2023-09-09,IL,15.0,False
2023-09-16,IL,18.0,False
2023-09-23,IL,20.0,False
2023-09-30,IL,18.0,False
2023-10-07,IL,21.0,False
2023-10-14,IL,18.0,False
2023-10-21,IL,27.0,False
2023-10-28,IL,21.0,False
2023-11-04,IL,34.0,False
2023-11-11,IL,54.0,False
2023-11-18,IL,71.0,False
2023-11-25,IL,102.0,False
2023-12-02,IL,165.0,False
2023-12-09,IL,205.0,False
2023-12-16,IL,253.0,False
2023-12-23,IL,464.0,False
2023-12-30,IL,576.0,False
2024-01-06,IL,511.0,False
2024-01-13,IL,380.0,False
2024-01-20,IL,335.0,False
2024-01-27,IL,275.0,False
2024-02-03,IL,272.0,False
2024-02-10,IL,250.0,False
2024-02-17,IL,262.0,False
2024-02-24,IL,318.0,False
2024-03-02,IL,331.0,False
2024-03-09,IL,267.0,False
2024-03-16,IL,250.0,False
2024-03-23,IL,212.0,False
2024-03-30,IL,201.0,False
2024-04-06,IL,182.0,False
2024-04-13,IL,186.0,False
2024-04-20,IL,122.0,False
2024-04-27,IL,88.0,False
2024-05-04,IL,43.0,False
2024-05-11,IL,13.0,False
2024-05-18,IL,10.0,False
2024-05-25,IL,9.0,False
2024-06-01,IL,9.0,False
2024-06-08,IL,8.0,False
2024-06-15,IL,9.0,False
2024-06-22,IL,6.0,False
2024-06-29,IL,6.0,False
2024-07-06,IL,8.0,False
2024-07-13,IL,5.0,False
2024-07-20,IL,4.0,False
2024-07-27,IL,3.0,False
2024-08-03,IL,4.0,False
2024-08-10,IL,6.0,False
2024-08-17,IL,1.0,False
2024-08-24,IL,3.0,False
2024-08-31,IL,3.0,False
2024-09-07,IL,1.0,False
2024-09-14,IL,6.0,False
2024-09-21,IL,7.0,False
2024-09-28,IL,4.0,False
2024-10-05,IL,2.0,False
2024-10-12,IL,1.0,False
2024-10-19,IL,5.0,False
2024-10-26,IL,12.0,False
2024-11-02,IL,27.0,True
2024-11-09,IL,36.0,True
2024-11-16,IL,34.0,True
2024-11-23,IL,86.0,True
2024-11-30,IL,83.0,True
2024-12-07,IL,107.0,True
2024-12-14,IL,242.0,True
2024-12-21,IL,489.0,True
2024-12-28,IL,1143.0,True
2025-01-04,IL,1595.0,True
2025-01-11,IL,1410.0,True
2025-01-18,IL,1383.0,True
2025-01-25,IL,1728.0,True
2025-02-01,IL,2146.0,True
2025-02-08,IL,2369.0,True
2025-02-15,IL,2064.0,True
2025-02-22,IL,1706.0,True
2025-03-01,IL,1311.0,True
2025-03-08,IL,960.0,True
2025-03-15,IL,718.0,True
2025-03-22,IL,509.0,True
2025-03-29,IL,355.0,True
2025-04-05,IL,297.0,True
2025-04-12,IL,156.0,True
2025-04-19,IL,156.0,True
2025-04-26,IL,124.0,True
2025-05-03,IL,81.0,True
2025-05-10,IL,58.0,True
2025-05-17,IL,52.0,True
2025-05-24,IL,74.0,True
2025-05-31,IL,56.0,True
2025-06-07,IL,28.0,True
2025-06-14,IL,24.0,True
2025-06-21,IL,23.0,True
2025-06-28,IL,33.0,True
2025-07-05,IL,42.0,True
2025-07-12,IL,30.0,True
2025-07-19,IL,11.0,True
2025-07-26,IL,7.0,True
2025-08-02,IL,14.0,True
2025-08-09,IL,11.0,True
2025-08-16,IL,16.0,True
2025-08-23,IL,11.0,True
2025-08-30,IL,7.0,True
2025-09-06,IL,5.0,True
2025-09-13,IL,12.0,True
2025-09-20,IL,9.0,True
2025-09-27,IL,7.0,True
2025-10-04,IL,14.0,True
2025-10-11,IL,15.0,True
2025-10-18,IL,27.0,True
2025-10-25,IL,21.0,True
2025-11-01,IL,38.0,True
2025-11-08,IL,29.0,True
2025-11-15,IL,47.0,True
2025-11-22,IL,87.0,True
2025-11-29,IL,132.0,True
2025-12-06,IL,200.0,True
2025-12-13,IL,264.0,True
2025-12-20,IL,611.0,True
2025-12-27,IL,1491.0,True
2026-01-03,IL,1741.0,True
2026-01-10,IL,1193.0,True
2026-01-17,IL,751.0,True
2026-01-24,IL,654.0,True
2026-01-31,IL,554.0,True
2026-02-07,IL,532.0,True
2026-02-14,IL,557.0,True
2026-02-21,IL,579.0,True
2026-02-28,IL,355.0,True
2026-03-07,IL,381.0,True
2026-03-14,IL,240.0,True
2026-03-21,IL,185.0,True
2026-03-28,IL,103.0,True
2026-04-04,IL,103.0,True
2026-04-11,IL,96.0,True
2026-04-18,IL,85.0,True
2026-04-25,IL,78.0,True
2026-05-02,IL,27.0,True
2026-05-09,IL,44.0,True
2026-05-16,IL,24.0,True
2026-05-23,IL,21.0,True
2020-10-24,IN,0.0,False
2020-10-31,IN,0.0,False
2020-11-07,IN,6.0,False
2020-11-14,IN,8.0,False
2020-11-21,IN,8.0,False
2020-11-28,IN,5.0,False
2020-12-05,IN,3.0,False
2020-12-12,IN,6.0,False
2020-12-19,IN,11.0,False
2020-12-26,IN,6.0,False
2021-01-02,IN,4.0,False
2021-01-09,IN,6.0,False
2021-01-16,IN,5.0,False
2021-01-23,IN,8.0,False
2021-01-30,IN,6.0,False
2021-02-06,IN,10.0,False
2021-02-13,IN,8.0,False
2021-02-20,IN,6.0,False
2021-02-27,IN,1.0,False
2021-03-06,IN,3.0,False
2021-03-13,IN,3.0,False
2021-03-20,IN,3.0,False
2021-03-27,IN,8.0,False
2021-04-03,IN,55.0,False
2021-04-10,IN,11.0,False
2021-04-17,IN,11.0,False
2021-04-24,IN,5.0,False
2021-05-01,IN,3.0,False
2021-05-08,IN,2.0,False
2021-05-15,IN,3.0,False
2021-05-22,IN,4.0,False
2021-05-29,IN,3.0,False
2021-06-05,IN,4.0,False
2021-06-12,IN,0.0,False
2021-06-19,IN,2.0,False
2021-06-26,IN,3.0,False
2021-07-03,IN,2.0,False
2021-07-10,IN,4.0,False
2021-07-17,IN,9.0,False
2021-07-24,IN,11.0,False
2021-07-31,IN,25.0,False
2021-08-07,IN,29.0,False
2021-08-14,IN,25.0,False
2021-08-21,IN,34.0,False
2021-08-28,IN,16.0,False
2021-09-04,IN,22.0,False
2021-09-11,IN,13.0,False
2021-09-18,IN,12.0,False
2021-09-25,IN,15.0,False
2021-10-02,IN,15.0,False
2021-10-09,IN,13.0,False
2021-10-16,IN,7.0,False
2021-10-23,IN,7.0,False
2021-10-30,IN,13.0,False
2021-11-06,IN,14.0,False
2021-11-13,IN,6.0,False
2021-11-20,IN,15.0,False
2021-11-27,IN,16.0,False
2021-12-04,IN,32.0,False
2021-12-11,IN,33.0,False
2021-12-18,IN,46.0,False
2021-12-25,IN,100.0,False
2022-01-01,IN,110.0,False
2022-01-08,IN,60.0,False
2022-01-15,IN,46.0,False
2022-01-22,IN,28.0,False
2022-01-29,IN,32.0,False
2022-02-05,IN,33.0,False
2022-02-12,IN,31.0,False
2022-02-19,IN,53.0,False
2022-02-26,IN,42.0,False
2022-03-05,IN,59.0,False
2022-03-12,IN,108.0,False
2022-03-19,IN,119.0,False
2022-03-26,IN,125.0,False
2022-04-02,IN,115.0,False
2022-04-09,IN,109.0,False
2022-04-16,IN,93.0,False
2022-04-23,IN,64.0,False
2022-04-30,IN,72.0,False
2022-05-07,IN,49.0,False
2022-05-14,IN,35.0,False
2022-05-21,IN,45.0,False
2022-05-28,IN,31.0,False
2022-06-04,IN,27.0,False
2022-06-11,IN,8.0,False
2022-06-18,IN,18.0,False
2022-06-25,IN,17.0,False
2022-07-02,IN,12.0,False
2022-07-09,IN,8.0,False
2022-07-16,IN,9.0,False
2022-07-23,IN,7.0,False
2022-07-30,IN,10.0,False
2022-08-06,IN,10.0,False
2022-08-13,IN,4.0,False
2022-08-20,IN,11.0,False
2022-08-27,IN,15.0,False
2022-09-03,IN,18.0,False
2022-09-10,IN,26.0,False
2022-09-17,IN,26.0,False
2022-09-24,IN,32.0,False
2022-10-01,IN,38.0,False
2022-10-08,IN,46.0,False
2022-10-15,IN,54.0,False
2022-10-22,IN,69.0,False
2022-10-29,IN,103.0,False
2022-11-05,IN,141.0,False
2022-11-12,IN,136.0,False
2022-11-19,IN,235.0,False
2022-11-26,IN,457.0,False
2022-12-03,IN,831.0,False
2022-12-10,IN,843.0,False
2022-12-17,IN,731.0,False
2022-12-24,IN,615.0,False
2022-12-31,IN,566.0,False
2023-01-07,IN,361.0,False
2023-01-14,IN,173.0,False
2023-01-21,IN,100.0,False
2023-01-28,IN,71.0,False
2023-02-04,IN,41.0,False
2023-02-11,IN,41.0,False
2023-02-18,IN,33.0,False
2023-02-25,IN,42.0,False
2023-03-04,IN,45.0,False
2023-03-11,IN,32.0,False
2023-03-18,IN,35.0,False
2023-03-25,IN,21.0,False
2023-04-01,IN,39.0,False
2023-04-08,IN,18.0,False
2023-04-15,IN,17.0,False
2023-04-22,IN,10.0,False
2023-04-29,IN,18.0,False
2023-05-06,IN,21.0,False
2023-05-13,IN,18.0,False
2023-05-20,IN,19.0,False
2023-05-27,IN,16.0,False
2023-06-03,IN,15.0,False
2023-06-10,IN,13.0,False
2023-06-17,IN,13.0,False
2023-06-24,IN,5.0,False
2023-07-01,IN,9.0,False
2023-07-08,IN,2.0,False
2023-07-15,IN,2.0,False
2023-07-22,IN,4.0,False
2023-07-29,IN,4.0,False
2023-08-05,IN,7.0,False
2023-08-12,IN,9.0,False
2023-08-19,IN,3.0,False
2023-08-26,IN,11.0,False
2023-09-02,IN,6.0,False
2023-09-09,IN,5.0,False
2023-09-16,IN,9.0,False
2023-09-23,IN,9.0,False
2023-09-30,IN,12.0,False
2023-10-07,IN,8.0,False
2023-10-14,IN,23.0,False
2023-10-21,IN,25.0,False
2023-10-28,IN,33.0,False
2023-11-04,IN,43.0,False
2023-11-11,IN,58.0,False
2023-11-18,IN,95.0,False
2023-11-25,IN,100.0,False
2023-12-02,IN,149.0,False
2023-12-09,IN,181.0,False
2023-12-16,IN,260.0,False
2023-12-23,IN,374.0,False
2023-12-30,IN,556.0,False
2024-01-06,IN,521.0,False
2024-01-13,IN,443.0,False
2024-01-20,IN,402.0,False
2024-01-27,IN,428.0,False
2024-02-03,IN,453.0,False
2024-02-10,IN,487.0,False
2024-02-17,IN,439.0,False
2024-02-24,IN,419.0,False
2024-03-02,IN,390.0,False
2024-03-09,IN,414.0,False
2024-03-16,IN,275.0,False
2024-03-23,IN,174.0,False
2024-03-30,IN,175.0,False
2024-04-06,IN,166.0,False
2024-04-13,IN,112.0,False
2024-04-20,IN,61.0,False
2024-04-27,IN,46.0,False
2024-05-04,IN,36.0,False
2024-05-11,IN,12.0,False
2024-05-18,IN,11.0,False
2024-05-25,IN,4.0,False
2024-06-01,IN,5.0,False
2024-06-08,IN,5.0,False
2024-06-15,IN,2.0,False
2024-06-22,IN,5.0,False
2024-06-29,IN,3.0,False
2024-07-06,IN,3.0,False
2024-07-13,IN,3.0,False
2024-07-20,IN,0.0,False
2024-07-27,IN,1.0,False
2024-08-03,IN,1.0,False
2024-08-10,IN,0.0,False
2024-08-17,IN,3.0,False
2024-08-24,IN,2.0,False
2024-08-31,IN,1.0,False
2024-09-07,IN,0.0,False
2024-09-14,IN,4.0,False
2024-09-21,IN,6.0,False
2024-09-28,IN,3.0,False
2024-10-05,IN,4.0,False
2024-10-12,IN,3.0,False
2024-10-19,IN,3.0,False
2024-10-26,IN,3.0,False
2024-11-02,IN,14.0,True
2024-11-09,IN,28.0,True
2024-11-16,IN,26.0,True
2024-11-23,IN,32.0,True
2024-11-30,IN,41.0,True
2024-12-07,IN,65.0,True
2024-12-14,IN,142.0,True
2024-12-21,IN,288.0,True
2024-12-28,IN,590.0,True
2025-01-04,IN,829.0,True
2025-01-11,IN,523.0,True
2025-01-18,IN,542.0,True
2025-01-25,IN,788.0,True
2025-02-01,IN,1295.0,True
2025-02-08,IN,1711.0,True
2025-02-15,IN,1717.0,True
2025-02-22,IN,1649.0,True
2025-03-01,IN,1210.0,True
2025-03-08,IN,900.0,True
2025-03-15,IN,599.0,True
2025-03-22,IN,392.0,True
2025-03-29,IN,237.0,True
2025-04-05,IN,126.0,True
2025-04-12,IN,87.0,True
2025-04-19,IN,52.0,True
2025-04-26,IN,43.0,True
2025-05-03,IN,34.0,True
2025-05-10,IN,27.0,True
2025-05-17,IN,25.0,True
2025-05-24,IN,18.0,True
2025-05-31,IN,20.0,True
2025-06-07,IN,15.0,True
2025-06-14,IN,5.0,True
2025-06-21,IN,11.0,True
2025-06-28,IN,15.0,True
